id,drawing_number,revision,part_name,customer_name,item_code,r2_key,file_name,type,is_active,created_at,created_by,issue_date,package_size,oil_group,pallet_type,boxes_per_pallet,shelf_life,item_number
8e87c5ab-5520-4c2a-9021-ae08e9df8ad2,D-0382,01,ENEOS GEAR OIL GL-5 85W-140,ENEOS,40001836,drawing/D-0382_rev01_1783929487479.pdf,40001836 D-0382 rev.01 ENEOS GEAR OIL GL-5 85W-140.pdf,drawing,true,2026-07-13 07:58:08.908864+00,yeanyeen,2024-10-31,5 x 4 L.,GEAR OIL,,32,,
8eb709e1-9462-47ff-9518-195a1e86043c,D-0375,02,ENEOS MOTO MA SAE 10W-40 + PREMIUM,ENEOS,40001825,drawing/D-0375_rev02_1783929085957.pdf,40001825 D-0375 rev.02 ENEOS MOTO MA SAE 10W-40 + PREMIUM.pdf,drawing,false,2026-07-13 07:51:27.10011+00,yeanyeen,2024-10-31,0.8 x 12 L.,,,55,,
8f2d1c61-b157-4774-b497-f1bad1f039a5,D-0374,00,MOTO MA SAE 10W-40 +T 4Lctn (NEW MOE),ENEOS,40001824,drawing/D-0374_rev00_1783929081003.pdf,40001824 D-0374 rev.00 MOTO MA SAE 10W-40 +T 4Lctn (NEW MOE).pdf,drawing,false,2026-07-13 07:51:22.061984+00,yeanyeen,2023-01-26,1 x 12 L.,,,,,
9074e4b1-c35c-407b-b35b-f351b3fbfff0,D-0441,01,Yamalube 4T SAE40,ENEOS,40002084,drawing/D-0441_rev01_1784008956390.pdf,40002084 D-0441 rev.01 Yamalube 4T SAE40.pdf,drawing,true,2026-07-14 06:02:37.601998+00,yeanyeen,2026-05-26,0.8 x 12 L.,ENGINE OIL,,55,2 years,
90a4694e-8162-4f70-991b-6ea3a439be2d,D-0302,02,ENEOS COMMONRAIL CK-4 10W30 (ไม่แถม),ENEOS,40001638,drawing/D-0302_rev02_1784088582947.pdf,40001638 D-0302 rev.02 ENEOS COMMONRAIL CK-4 10W30 (ไม่แถม).pdf,drawing,true,2026-07-15 04:09:44.009832+00,yeanyeen,2024-10-15,6 x 3 L.,ENGINE OIL,ไม้,24,2 years,
90abfdde-0a3e-4f57-9ec1-c3b93469dd8d,E-0030,02,ENEOS 4T SL/MB 10W-30,ENEOS,40001515,drawing/E-0030_rev02_1784096746791.pdf,40001515 E-0030 rev.02 ENEOS 4T SL/MB 10W-30.pdf,drawing,false,2026-07-15 06:25:47.37007+00,yeanyeen,2023-03-03,0.8 x 24 L.,ENGINE OIL,,24,,
91e5aba7-64c2-4ff5-9984-a7a6f6d9637f,SM-ENTH-0014,00,DAIMOND ATF SP III (Domestic)40000468,ENEOS,40000468,master/SM-ENTH-0014_rev0_1783653887758.pdf,40000468 SM-ENTH-0014 rev.0 DAIMOND ATF SP III (Domestic)40000468.pdf,master,false,2026-07-10 03:24:56.65725+00,yeanyeen,2025-05-20,6 x 5 L.,GEAR OIL,ไม้,24,2 years,6023670E800A
91ff7ca7-1d40-4d87-a4d7-9644111c6bcc,SM-ENTH-0009,00,ENEOS RACING GT SN/CF 10W-40 (SS) EXPORT CAMBODIA (40001494),ENEOS,40001494,master/SM-ENTH-0009_rev0_1783926451400.pdf,40001494 SM-ENTH-0009 rev.0 ENEOS RACING GT SN/CF 10W-40 (SS) EXPORT CAMBODIA (40001494).pdf,master,true,2026-07-13 07:07:33.474657+00,yeanyeen,2022-04-25,6 x 4 L.,ENGINE OIL,,32,,60230215C720E
9338e5e4-cd50-4f14-9ad9-522035700256,E-0084,00,ENEOS COMMONRAIL FULLY SYN 5W-30 CJ-4 (Export),ENEOS,40001694,drawing/E-0084_rev00_1784096095187.pdf,40001694 E-0084 rev.00 ENEOS COMMONRAIL FULLY SYN 5W-30 CJ-4 (Export).pdf,drawing,true,2026-07-15 06:14:56.703402+00,yeanyeen,2024-09-11,6 x 3 L.,ENGINE OIL,,,,
93529730-949d-42ad-ae90-3deeaa612582,SM-OR-0023,00,PTT MAX SPEED 4T NP (10/1L) (404039),PTTOR,404039,master/SM-OR-0023_rev0_1784528488101.pdf,404039 SM-OR-0023 rev.0 PTT MAX SPEED 4T NP (10/1L) (404039).pdf,master,true,2026-07-20 06:21:29.174517+00,yeanyeen,2025-10-01,1 x 10 L.,ENGINE OIL,พลาสติก,96,5 years,61651027A792A
944b57d7-5e2a-4555-8016-d0b78a6f54b8,D-0334,00,ENEOS DIESEL PLUS CI-4 15W-40 T-shirt 1pc,ENEOS,40001482,drawing/D-0334_rev00_1784096745310.pdf,40001482 D-0334 rev.00 ENEOS DIESEL PLUS CI-4 15W-40 T-shirt 1pc.pdf,drawing,true,2026-07-15 06:25:45.898852+00,yeanyeen,2021-09-20,1 x 6 L.,ENGINE OIL,ไม้,20,,
94aac4b2-e2d3-442d-b932-988e27f34311,D-0210,06,SUZUKI ECSTAR V5000 10W-40,ENEOS,40001445,drawing/D-0210_rev06_1784096733241.pdf,40001445 D-0210 rev.06 SUZUKI ECSTAR V5000 10W-40.pdf,drawing,false,2026-07-15 06:25:33.845187+00,yeanyeen,2024-09-20,1 x 24 L.,ENGINE OIL,ไม้,20,,
95aec01d-8301-4e40-9834-ad36c249aebd,D-0209,07,SUZUKI ECSTAR V7000 10W-40,ENEOS,40001444,drawing/D-0209_rev07_1784096730723.pdf,40001444 D-0209 rev.07 SUZUKI ECSTAR V7000 10W-40.pdf,drawing,false,2026-07-15 06:25:31.35057+00,yeanyeen,2024-09-20,4 x 4 L.,ENGINE OIL,,40,,
9695e4e2-d5e5-4c3c-b33a-4d5baa73f957,D-0266,00,ENEOS X 0W-20 SQ,ENEOS,40002051,drawing/D-0266_rev00_1783928515846.pdf,40002051 D-0266 rev.00 ENEOS X 0W-20 SQ.pdf,drawing,true,2026-07-13 07:41:56.838992+00,yeanyeen,2026-01-27,3 x 4 + 1 L.,,,24,4 years,
96b2fffd-df59-4426-a38e-39cb78a039fa,D-0264,00,ENEOS X 5W-40 SQ,ENEOS,40002054,drawing/D-0264_rev00_1783928519478.pdf,40002054 D-0264 rev.00 ENEOS X 5W-40 SQ.pdf,drawing,false,2026-07-13 07:42:00.602664+00,yeanyeen,2026-02-23,4 x 4 + 1 L.,,,32,4 years,
96ec9db2-9757-47b8-94c6-8d737d86aadb,SM-OR-0018,00,PTT MAX SPEED 2T NP,PTTOR,404033,master/SM-OR-0018_rev00_1784786796878.pdf,404033 SM-OR-0018 rev.00 PTT MAX SPEED 2T NP.pdf,master,true,2026-07-23 06:06:51.99509+00,yeanyeen,2025-09-05,0.5 x 20 L.,ENGINE OIL,พลาสติก,84,3 years,61656505E797A
991b7a85-8bf9-4e96-866c-79fc169f3c31,SM-OR-0029,00,PTT MAX SPEED 4T NP(10/0.8L)+ผ้าไมโครไฟเบอร์ (4093665),PTTOR,4093665,master/SM-OR-0029_rev0_1784528494953.pdf,4093665 SM-OR-0029 rev.0 PTT MAX SPEED 4T NP(10/0.8L)+ผ้าไมโครไฟเบอร์ (4093665).pdf,master,true,2026-07-20 06:21:35.976624+00,yeanyeen,2025-10-21,0.8 x 10 L.,ENGINE OIL,ไม้,96,5 years,61651027L775P
99336ef7-0663-47d2-b28c-47ce6e725845,SM-OR-0019,00,PTT GL-5 80W-90 NP,PTTOR,404288,master/SM-OR-0019_rev0_1784528483204.pdf,404288 SM-OR-0019 rev.0 PTT GL-5 80W-90 NP.pdf,master,true,2026-07-20 06:21:24.286094+00,yeanyeen,2025-09-09,5 x 4 L.,GEAR OIL,พลาสติก,40,5 years,61653045B701A
998a4e24-032f-4091-9fc3-9a40365f88a0,D-0259,01,Tri Petch Genuine Gear ATF3309,ENEOS,40001606,drawing/D-0259_rev01_1784088577733.pdf,40001606 D-0259 rev.01 Tri Petch Genuine Gear ATF3309.pdf,drawing,false,2026-07-15 04:09:38.762016+00,yeanyeen,2023-12-19,1 x 12 L.,GEAR OIL,พลาสติก,24,2 years,
9ec06428-f050-453d-b25f-7e6beff7aaee,D-0426,00,ENEOS SCOOTER 4AT FULLY SYN 5W-40,ENEOS,40001986,drawing/D-0426_rev00_1783928241467.pdf,40001986 D-0426 rev.00 ENEOS SCOOTER 4AT FULLY SYN 5W-40.pdf,drawing,true,2026-07-13 07:37:22.972743+00,yeanyeen,2024-12-26,1 x 12 L.,,,50,,
9fb2cb19-216a-4d5d-9147-3c787db3531d,D-0277,00,ENEOS GEAR OIL 5W-30,ENEOS,40002087,drawing/D-0277_rev00_1784278909718.pdf,40002087 D-0277 rev.00 ENEOS GEAR OIL 5W-30.pdf,drawing,true,2026-07-17 09:01:50.499477+00,yeanyeen,2026-07-15,3 x 4 L.,GEAR OIL,,40,3 years,
9fe839f9-9f0e-4abf-a149-f685e6b655f4,D-0443,00,YAMALUBE SN MB 10W-40 Full syn,ENEOS,40002086,drawing/D-0443_rev00_1783913438863.pdf,40002086 D-0443 rev.00 YAMALUBE SN MB 10W-40 Full syn.pdf,drawing,false,2026-07-13 03:30:41.488285+00,yeanyeen,2026-03-20,1 x 24 L.,,,50,2 years,
a153a057-e2ea-4d67-918d-105bb7a193ca,D-0304,02,ENEOS EURO FULLY SYN ACEA C3-16 5W-30 +POLO,ENEOS,40001640,drawing/D-0304_rev02_1784088585653.pdf,40001640 D-0304 rev.02 ENEOS EURO FULLY SYN ACEA C3-16 5W-30 +POLO.pdf,drawing,true,2026-07-15 04:09:46.572477+00,yeanyeen,2024-12-26,4 x 4 + 1 L.,ENGINE OIL,,24,,
a1c872f3-f8df-48d9-a2be-7d0e57f18702,E-0069,00,ENEOS ULTRA PERFORMANCE 10W-50 EXPORT,ENEOS,40001806,drawing/E-0069_rev00_1784096116588.pdf,40001806 E-0069 rev.00 ENEOS ULTRA PERFORMANCE 10W-50 EXPORT.pdf,drawing,true,2026-07-15 06:15:18.051681+00,yeanyeen,2022-10-18,1 x 24 L.,ENGINE OIL,,30,,
a1f5baa4-a728-4856-a747-0302d5c6b871,D-0346,00,ATF SPIII EXPORT,ENEOS,40001787,drawing/D-0346_rev00_1784096110166.pdf,40001787 D-0346 rev.00 ATF SPIII EXPORT.pdf,drawing,true,2026-07-15 06:15:11.51893+00,yeanyeen,2022-03-31,1 x 24 L.,GEAR OIL,,24,,
a3a181f8-86bc-4686-9746-c26a6aae448c,D-0355,03,Honda Protech Ultra MA10W-40,ENEOS,40001786,drawing/D-0355_rev03_1784096108535.pdf,40001786 D-0355 rev.03 Honda Protech Ultra MA10W-40.pdf,drawing,true,2026-07-15 06:15:09.863047+00,yeanyeen,2024-12-02,1 x 12 L.,ENGINE OIL,,55,,
a96a6ec9-8d56-4248-b397-64f8ad3dccd8,D-0261,00,ENEOS X 5W-40 SQ,ENEOS,40002053,drawing/D-0261_rev00_1783928518260.pdf,40002053 D-0261 rev.00 ENEOS X 5W-40 SQ.pdf,drawing,false,2026-07-13 07:41:59.235825+00,yeanyeen,2026-02-23,1 x 24 L.,,,55,4 years,
aabcd585-4c9d-4ac8-a6a6-b25b40a6ce2d,D-0335,01,SUZUKI ATF 3317,ENEOS,40001461,drawing/D-0335_rev01_1784096740681.pdf,40001461 D-0335 rev.01 SUZUKI ATF 3317.pdf,drawing,true,2026-07-15 06:25:41.998937+00,yeanyeen,2025-03-13,1 x 12 L.,GEAR OIL,ไม้,50,,
aaeaa271-dfb0-499b-af68-c73bf24bb41d,D-0441,00,Yamalube 4T SAE40,ENEOS,40002084,drawing/D-0441_rev00_1783928522604.pdf,40002084 D-0441 rev.00 Yamalube 4T SAE40.pdf,drawing,false,2026-07-13 07:42:03.739801+00,yeanyeen,2026-03-17,0.8 x 12 L.,,,55,2 years,
ad56d93f-d450-4b23-b615-9c57ff259815,D-0305,00,ENEOS SUPER FULLY SYN COMMONRAIL 5W-30 + POLO,ENEOS,40001641,drawing/D-0305_rev00_1784088586923.pdf,40001641 D-0305 rev.00 ENEOS SUPER FULLY SYN COMMONRAIL 5W-30 + POLO.pdf,drawing,true,2026-07-15 04:09:48.005723+00,yeanyeen,2024-10-31,6 x 3 + 1 L.,ENGINE OIL,,24,,
ae24925f-7f4a-4816-b5bd-51cb59e86420,D-0376,03,ENEOS DIESEL PLUS CI-4 10W-30 (ไม่แถม),ENEOS,40001809,drawing/D-0376_rev03_1784710290764.pdf,40001809 D-0376 rev.03 ENEOS DIESEL PLUS CI-4 10W-30 (ไม่แถม).pdf,drawing,true,2026-07-22 08:51:33.983454+00,yeanyeen,2026-01-26,6 x 3 + 1 L.,ENGINE OIL,,24,4 years,
ae8e6f97-4d45-46bf-a1cd-062da67a0833,SM-OR-0027,00,PTT GL-1 #90 NP,PTTOR,404283,master/SM-OR-0027_rev0_1784271448065.pdf,404283 SM-OR-0027 rev.0 PTT GL-1 #90 NP.pdf,master,false,2026-07-17 06:57:30.606656+00,yeanyeen,2025-10-06,1 x 10 L.,GEAR OIL,พลาสติก,96,5 years,61653002B792A
b0353ff7-fccc-4721-a170-3d9138701343,D-0208,06,SUZUKI ECSTAR V7000 10W-40,ENEOS,40001443,drawing/D-0208_rev06_1784096728188.pdf,40001443 D-0208 rev.06 SUZUKI ECSTAR V7000 10W-40.pdf,drawing,true,2026-07-15 06:25:28.787676+00,yeanyeen,2024-09-20,1 x 24 L.,ENGINE OIL,,20,,
b1422466-91aa-416f-82c9-5d7d5c83cf62,D-0333,00,ENEOS FLUSHING OIL,ENEOS,40001713,drawing/D-0333_rev00_1784096098406.pdf,40001713 D-0333 rev.00 ENEOS FLUSHING OIL.pdf,drawing,false,2026-07-15 06:14:59.656158+00,yeanyeen,2021-06-24,6 x 3 L.,ENGINE OIL,,100,,
b172e797-b2cf-406d-95eb-59430c3bd46b,D-0261,00,ENEOS X 5W-40 SQ,ENEOS,40002053,drawing/D-0261_rev00_1783993630996.pdf,40002053 D-0261 rev.00 ENEOS X 5W-40 SQ.pdf,drawing,true,2026-07-14 01:47:12.138362+00,yeanyeen,2026-02-23,1 x 12 L.,ENGINE OIL,,55,4 years,
b24b5814-0961-45c3-97a7-689d4c02d06a,SM-ENTH-0014,00,DAIMOND ATF SP III,ENEOS,40000468,master/SM-ENTH-0014_rev0_1783570680443.pdf,40000468 SM-ENTH-0014 rev.0 DAIMOND ATF SP III.pdf,master,false,2026-07-09 04:18:05.07742+00,yeanyeen,2025-05-19,5 x 6 L.,GEAR OIL,ไม้,24,2 years,6023670E800A
b24b770c-95cb-4f1e-9bad-e3f51f29d8dc,D-0285,01,ENEOS DIESEL PLUS CI-4 10W-30-T-shirt 1pc,ENEOS,40001480,drawing/D-0285_rev01_1784096743237.pdf,40001480 D-0285 rev.01 ENEOS DIESEL PLUS CI-4 10W-30-T-shirt 1pc.pdf,drawing,true,2026-07-15 06:25:44.207659+00,yeanyeen,2021-10-18,6 x 3 + 1 L.,ENGINE OIL,ไม้,20,,
b282ddff-baf8-46b7-af90-29f79d3f1101,E-0073,01,ENEOS 4T SL/MB 10W-30 (Cambodia),ENEOS,40001692,drawing/E-0073_rev01_1784096090462.pdf,40001692 E-0073 rev.01 ENEOS 4T SL/MB 10W-30 (Cambodia).pdf,drawing,false,2026-07-15 06:14:51.703131+00,yeanyeen,2023-07-19,0.8 x 24 L.,ENGINE OIL,,24,,
b2ec25ee-5aab-4fec-8af4-e609e34d2fe3,D-0358,01,ENEOS X PRIME CVTF,ENEOS,40001798,drawing/D-0358_rev01_1784096111838.pdf,40001798 D-0358 rev.01 ENEOS X PRIME CVTF.pdf,drawing,true,2026-07-15 06:15:13.198887+00,yeanyeen,2024-10-31,4 x 4 L.,ENGINE OIL,,40,,
b360ae43-1396-4725-bd09-34c24b9b4d6d,SM-OR-0013,00,PTT MAX SPEED 4T NP (10/0.8L)(404038),PTTOR,404038,master/SM-OR-0013_rev0_1784528477343.pdf,404038 SM-OR-0013 rev.0 PTT MAX SPEED 4T NP (10/0.8L)(404038).pdf,master,true,2026-07-20 06:21:18.78853+00,yeanyeen,2025-09-05,0.8 x 10 L.,ENGINE OIL,พลาสติก,96,5 years,61851027A775A
b3d6ad2a-9af5-488a-8796-7fdcf65eaac0,D-0371,03,ENEOS 4AT MB+SCOOTER GEAR OIL+ PREMIUM,ENEOS,40001826,drawing/D-0371_rev03_1783929090193.pdf,40001826 D-0371 rev.03 ENEOS 4AT MB+SCOOTER GEAR OIL+ PREMIUM.pdf,drawing,true,2026-07-13 07:51:31.18952+00,yeanyeen,2025-01-10,0.8 x 12 + 120 L.,GEAR OIL,,40,,
b4baf386-cc21-4743-87a3-a36a81cbdc9e,D-0381,00,ENEOS GEAR OIL GL-5 80W-90,ENEOS,40001835,drawing/D-0381_rev00_1783929094708.pdf,40001835 D-0381 rev.00 ENEOS GEAR OIL GL-5 80W-90.pdf,drawing,true,2026-07-13 07:51:35.6237+00,yeanyeen,2023-05-24,5 x 4 L.,GEAR OIL,,32,,
b5454bbc-9242-4452-8f6a-8c8699804899,D-0289,01,ENEOS LSD Gear Oil 85W-140,ENEOS,40001556,drawing/D-0289_rev01_1784096752006.pdf,40001556 D-0289 rev.01 ENEOS LSD Gear Oil 85W-140.pdf,drawing,true,2026-07-15 06:25:52.59109+00,yeanyeen,2023-09-12,1 x 12 L.,GEAR OIL,ไม้,33,,
b5562390-2839-4cb5-a1de-a827448ac250,D-0209,06,SUZUKI ECSTAR V7000 10W-40,ENEOS,40001444,drawing/D-0209_rev06_1784096729001.pdf,40001444 D-0209 rev.06 SUZUKI ECSTAR V7000 10W-40.pdf,drawing,false,2026-07-15 06:25:29.671654+00,yeanyeen,2023-09-12,4 x 4 L.,ENGINE OIL,,40,,
b6a32681-ea69-4f3f-9fd9-2c38360a08bd,D-0428,01,ENEOS PREMIUM FULLY SYN COMMONRAIL 5W-30+POLO,ENEOS,40001954,drawing/D-0428_rev01_1783993639781.pdf,40001954 D-0428 rev.01 ENEOS PREMIUM FULLY SYN COMMONRAIL 5W-30+POLO.pdf,drawing,true,2026-07-14 01:47:20.856474+00,yeanyeen,2026-03-05,3 x 6 + 1 L.,ENGINE OIL,,18,4 years,
b7772799-f18d-4ff5-ad2c-08976d1c85cb,D-0428,01,ENEOS PREMIUM FULLY SYN COMMONRAIL 5W-30+POLO,ENEOS,40001954,drawing/D-0428_rev01_1783910434456.pdf,40001954 D-0428 rev.01 ENEOS PREMIUM FULLY SYN COMMONRAIL 5W-30+POLO.pdf,drawing,false,2026-07-13 02:40:36.414447+00,yeanyeen,2026-03-05,3 x 6 + 1 L.,ENGINE OIL,,18,4 years,
b82348a6-6877-428d-bd42-f68b98166141,SM-ENTH-0003,00,ENEOS COMMONRAIL PLUS DIESEL OIL CJ-4 10W 30,ENEOS,40001226,master/SM-ENTH-0003_rev0_1783926291637.pdf,40001226 SM-ENTH-0003 rev.0 ENEOS COMMONRAIL PLUS DIESEL OIL CJ-4 10W 30.pdf,master,true,2026-07-13 07:04:53.714054+00,yeanyeen,2025-04-22,1 x 24 L.,ENGINE OIL,ไม้,24,4 years,60231273B713A
b8a3f32e-ab72-44bd-aeec-3b640718a959,E-0068,00,ENEOS ULTRA PERFORMANCE 10W-50 EXPORT,ENEOS,40001808,drawing/E-0068_rev00_1784096119815.pdf,40001808 E-0068 rev.00 ENEOS ULTRA PERFORMANCE 10W-50 EXPORT.pdf,drawing,true,2026-07-15 06:15:21.080876+00,yeanyeen,2022-10-18,0.8 x 24 L.,ENGINE OIL,,20,,
b8ba954a-9ee9-4dfa-ba6f-68e5e5c5856b,D-0395,01,ENEOS X 5W-40 SP PREMIUM FULLY SYN+Pre,ENEOS,40001840,drawing/D-0395_rev01_1783931596736.pdf,40001840 D-0395 rev.01 ENEOS X 5W-40 SP PREMIUM FULLY SYN+Pre.pdf,drawing,true,2026-07-13 08:33:17.861806+00,yeanyeen,2024-10-08,4 x 4 + 1 L.,,,24,,
b8d83cca-771b-4238-97d1-651672d83cfc,D-0399,00,HONDA PSF-II,ENEOS,40001903,drawing/D-0399_rev00_1783931607439.pdf,40001903 D-0399 rev.00 HONDA PSF-II.pdf,drawing,true,2026-07-13 08:33:28.109958+00,yeanyeen,2023-12-15,1 x 24 L.,,,30,,
ba9cdaa3-8dbe-4c66-a313-dd12e22949af,E-0031,02,ENEOS 4T SG/MA 20W-50 (NOEA),ENEOS,40001582,drawing/E-0031_rev02_1784096755227.pdf,40001582 E-0031 rev.02 ENEOS 4T SG/MA 20W-50 (NOEA).pdf,drawing,true,2026-07-15 06:25:55.862515+00,yeanyeen,2024-09-05,1 x 24 L.,ENGINE OIL,,20,,
be0f0f7c-6abf-4be3-af93-8f9bd5d25175,D-0163,02,YAMALUBE 4MT MA 40,ENEOS,40001380,drawing/D-0163_rev02_1784096713897.pdf,40001380 D-0163 rev.02 YAMALUBE 4MT MA 40.pdf,drawing,true,2026-07-15 06:25:16.135171+00,yeanyeen,2020-12-18,0.8 x 12 L.,ENGINE OIL,,,,
c19e2ae8-58c1-40e0-83e1-da84298c0687,D-0094,00,Mitsubishi Genuine Engine Oil 0W-20 API SN (MZ320251),ENEOS,40002127,drawing/D-0094_rev00_1784773975489.pdf,40002127 D-0094 rev.00 Mitsubishi Genuine Engine Oil 0W-20 API SN (MZ320251).pdf,drawing,true,2026-07-23 02:32:58.888467+00,yeanyeen,2026-07-21,3 x 6 L.,ENGINE OIL,,36,2 years,
c274ea4f-c033-4228-98d3-460246fa5ec3,E-0082,00,ENEOS X PRIME 5W-30 (Export),ENEOS,40001947,drawing/E-0082_rev00_1783928233367.pdf,40001947 E-0082 rev.00 ENEOS X PRIME 5W-30 (Export).pdf,drawing,true,2026-07-13 07:37:14.327281+00,yeanyeen,2024-09-11,1 x 12 L.,,,,,
c393077b-1128-4ade-97e6-bb790961751c,D-0344,01,ENEOS X 0W-20 SP ECO FULLY SYN,ENEOS,40001766,drawing/D-0344_rev01_1784096104358.pdf,40001766 D-0344 rev.01 ENEOS X 0W-20 SP ECO FULLY SYN.pdf,drawing,true,2026-07-15 06:15:05.371348+00,yeanyeen,2023-12-15,1 x 12 L.,ENGINE OIL,,55,,
c52ccc4a-e3f0-4dd5-b048-1a9b9cf374f5,D-0374,02,ENEOS MOTO MA SAE 10W-40 + Premium,ENEOS,40001824,drawing/D-0374_rev02_1783929084803.pdf,40001824 D-0374 rev.02 ENEOS MOTO MA SAE 10W-40 + Premium.pdf,drawing,true,2026-07-13 07:51:25.797516+00,yeanyeen,2025-01-10,1 x 12 L.,,ไม้,50,2 years,
c58a56d4-c45b-402a-943e-e76cf19367db,E-0073,02,ENEOS 4T SL/MB 10W-30 (Cambodia),ENEOS,40001692,drawing/E-0073_rev02_1784096092178.pdf,40001692 E-0073 rev.02 ENEOS 4T SL/MB 10W-30 (Cambodia).pdf,drawing,true,2026-07-15 06:14:53.549545+00,yeanyeen,2024-09-05,0.8 x 24 L.,ENGINE OIL,,20,,
c5bebd4f-bec6-4933-82bb-407007a65e50,D-0247,00,ENEOS X 5W-40 SQ + P,ENEOS,40002052,drawing/D-0247_rev00_1783928517064.pdf,40002052 D-0247 rev.00 ENEOS X 5W-40 SQ + P.pdf,drawing,false,2026-07-13 07:41:58.093274+00,yeanyeen,2023-02-23,4 x 4 + 1 L.,,,24,4 years,
c6486df2-8b0f-48af-b703-7798d029dd4b,E-0031,02,ENEOS 4T SG/MA 20W-50 (NOEA),ENEOS,40001582,drawing/E-0031_rev02_1784096753745.pdf,40001582 E-0031 rev.02 ENEOS 4T SG/MA 20W-50 (NOEA).pdf,drawing,false,2026-07-15 06:25:54.3496+00,yeanyeen,2024-09-05,1 x 24 L.,ENGINE OIL,,20,,
c6647125-4803-4927-94cb-8919dbdf9c6a,D-0390,01,ENEOS X PRIME ATF,ENEOS,40001857,drawing/D-0390_rev01_1783931601305.pdf,40001857 D-0390 rev.01 ENEOS X PRIME ATF.pdf,drawing,false,2026-07-13 08:33:22.029951+00,yeanyeen,2024-05-29,4 x 4 L.,,ไม้,40,,
ca07a6fc-6d3d-4e93-8a09-efd4c68acb23,E-0080,00,ENEOS CVT FLUID (Export),ENEOS,40001945,drawing/E-0080_rev00_1783928230737.pdf,40001945 E-0080 rev.00 ENEOS CVT FLUID (Export).pdf,drawing,true,2026-07-13 07:37:11.668528+00,yeanyeen,2024-09-11,1 x 12 L.,,,,,
cab65c42-1af8-4a9d-af8c-c9847c3448e3,D-0398,01,ENEOS SCOOTER 4AT FULLY SYN 5W-40,ENEOS,40001887,drawing/D-0398_rev01_1783931606379.pdf,40001887 D-0398 rev.01 ENEOS SCOOTER 4AT FULLY SYN 5W-40.pdf,drawing,true,2026-07-13 08:33:27.216958+00,yeanyeen,2025-03-04,0.8 x 12 L.,,,55,4 years,
cb6bff0d-66d7-4a1f-96a8-c89f4b0b80de,D-0310,02,HONDA PROTECH 4T JASO MA 30 - ND (08232-2MAX1JT3),ENEOS,40001658,drawing/D-0310_rev02_1784088593417.pdf,40001658 D-0310 rev.02 HONDA PROTECH 4T JASO MA 30 - ND (08232-2MAX1JT3).pdf,drawing,true,2026-07-15 04:09:54.452236+00,yeanyeen,2023-08-10,1 x 12 L.,ENGINE OIL,พลาสติก,55,3 years,
cc290dcc-f61e-4f1f-b1b6-92a8ce8a3923,D-0389,00,ENEOS X PRIME ATF,ENEOS,40001856,drawing/D-0389_rev00_1783931600456.pdf,40001856 D-0389 rev.00 ENEOS X PRIME ATF.pdf,drawing,true,2026-07-13 08:33:21.143393+00,yeanyeen,2023-10-12,1 x 12 L.,,,50,,
cc368fb3-5334-47c0-b7fa-b037770b56e7,D-0206,00,20L. HONDA MARINE OIL 5W40 (08234-PPG4T3RO),ENEOS,40002125,drawing/D-0206_rev00_1784008948974.pdf,40002125 D-0206 rev.00 20L. HONDA MARINE OIL 5W40 (08234-PPG4T3RO).pdf,drawing,true,2026-07-14 06:02:32.968646+00,yeanyeen,2026-05-19,20 x 1 L.,ENGINE OIL,,,2 years,
cc3cfa79-721c-4cfb-83bc-64b14128fa35,D-0170,04,ENEOS 4AT MB 10W-40,ENEOS,40001406,drawing/D-0170_rev04_1784096716483.pdf,40001406 D-0170 rev.04 ENEOS 4AT MB 10W-40.pdf,drawing,true,2026-07-15 06:25:17.259117+00,yeanyeen,2021-07-22,0.8 x 12 L.,ENGINE OIL,,100,,
cc4f899a-30c9-4cc7-9d3d-3ca5d3444b8d,D-0385,01,ENEOS POWER 4T JASO MA 20W-40,ENEOS,40001811,drawing/D-0385_rev01_1783929078228.pdf,40001811 D-0385 rev.01 ENEOS POWER 4T JASO MA 20W-40.pdf,drawing,true,2026-07-13 07:51:19.630802+00,yeanyeen,2023-12-26,0.8 x 12 L.,,,55,,
cc6ae53e-ef84-4bfc-8bf3-0f0965702d03,D-0374,02,ENEOS MOTO MA SAE 10W-40 + Premium,ENEOS,40001824,drawing/D-0374_rev02_1783929083594.pdf,40001824 D-0374 rev.02 ENEOS MOTO MA SAE 10W-40 + Premium.pdf,drawing,false,2026-07-13 07:51:24.650238+00,yeanyeen,2025-01-10,1 x 12 L.,,ไม้,50,2 years,
cf99f934-bf60-4a85-9793-9fc39dcf7c50,D-0115,02,ENEOS GEAR OIL GL-5 75W-90,ENEOS,40001364,drawing/D-0115_rev02_1784096313464.pdf,40001364 D-0115 rev.02 ENEOS GEAR OIL GL-5 75W-90.pdf,drawing,true,2026-07-15 06:18:35.790014+00,yeanyeen,2022-04-28,1 x 12 L.,GEAR OIL,,,,
d0b3844a-be9f-464a-9373-e82ad2eda14f,D-0422,00,ENEOS LSD GEAR OIL 80W-90 (NOSE CONE),ENEOS,40001931,drawing/D-0422_rev00_1783931616531.pdf,40001931 D-0422 rev.00 ENEOS LSD GEAR OIL 80W-90 (NOSE CONE).pdf,drawing,true,2026-07-13 08:33:37.66232+00,yeanyeen,2024-10-31,1 x 12 L.,GEAR OIL,,40,,
